referencia_pago_parametro_extra_id;tipo;valor;nombre
1007;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1007;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1008;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1008;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1008;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1008;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1008;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1009;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1009;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1009;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1009;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1009;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1010;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1010;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1010;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1010;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1010;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1011;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1011;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1011;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1011;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1011;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1012;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1012;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1012;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1012;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1012;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1013;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1013;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1013;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1013;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1013;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1014;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1014;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1014;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1014;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1014;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1015;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1015;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1015;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1015;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1015;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1016;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1016;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1016;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1016;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1016;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1017;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1017;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1017;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1017;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1017;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1018;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1018;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1018;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1018;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1018;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1019;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1019;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1019;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1019;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1019;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1020;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1020;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1020;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1020;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1020;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1021;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1021;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1021;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1021;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1021;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1022;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1022;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1022;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1022;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1022;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1023;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1023;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1023;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1023;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1023;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1024;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1024;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1024;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1024;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1024;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1025;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1025;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1025;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1025;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1025;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1026;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1026;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1026;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1026;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1026;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1027;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1027;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1027;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1027;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1027;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1028;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1028;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1028;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1028;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1028;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1029;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1029;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1029;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1029;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1029;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1030;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1030;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1030;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1030;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1030;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1031;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1031;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1031;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1031;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1031;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1032;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1032;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1032;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1032;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1032;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1033;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1033;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1033;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1033;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1033;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1034;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1034;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1034;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1034;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1034;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1035;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1035;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1035;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1035;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1035;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1036;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1036;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1036;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1036;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1036;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1037;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1037;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1037;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1037;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1037;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1038;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1038;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1038;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1038;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1038;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1039;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1039;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1039;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1039;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1039;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1040;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1040;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1040;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1040;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1040;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1041;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1041;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1041;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1041;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1041;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1042;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1042;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1042;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1042;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1042;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1043;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1043;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1043;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1043;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1043;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1044;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1044;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1044;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1044;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1044;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1045;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1045;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1045;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1045;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1045;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1046;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1046;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1046;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1046;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1046;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1047;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1047;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1047;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1047;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1047;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1048;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1048;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1048;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1048;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1048;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1049;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1049;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1049;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1049;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1049;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1050;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1050;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1050;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1050;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1050;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1051;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1051;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1051;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1051;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1051;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1052;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1052;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1052;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1052;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1052;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1053;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1053;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1053;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1053;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1053;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1054;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1054;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1054;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1054;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1054;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1055;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1055;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1055;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1055;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1055;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1056;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1056;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1056;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1056;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1056;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1057;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1057;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1057;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1057;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1057;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1058;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1058;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1058;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1058;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1058;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1059;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1059;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1059;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1059;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1059;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1060;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1060;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1060;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1060;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1060;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1061;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1061;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1061;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1061;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1061;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1062;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1062;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1062;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1062;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1062;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1063;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1063;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1063;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1063;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1063;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1064;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1064;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1064;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1064;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1064;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1065;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1065;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1065;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1065;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1065;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1066;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1066;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1066;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1066;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1066;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1067;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1067;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1067;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1067;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1067;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1068;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1068;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1068;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1068;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1068;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1069;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1069;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1069;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1069;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1069;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1070;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1070;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1070;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1070;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1070;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1071;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1071;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1071;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1071;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1071;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1072;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1072;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1072;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1072;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1072;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1073;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1073;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1073;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1073;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1073;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1074;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1074;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1074;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1074;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1074;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1075;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1075;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1075;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1075;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1075;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1076;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1076;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1076;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1076;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1076;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1077;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1077;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1077;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1077;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1077;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1078;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1078;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1078;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
1078;java.lang.String;9,95861E+14;BARCODE_PM_COBRO_EXPRESS
1078;java.lang.String;9,95861E+14;BARCODE_PM_RIPSA
1079;java.lang.String;9,95861E+14;BARCODE_PM_PAGOFACIL
1079;java.lang.String;9,95861E+14;BARCODE_PM_RAPIPAGO
1079;java.lang.String;9,95861E+14;BARCODE_PM_BAPRO
